#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 2 (=DEEPSEA)
# Vessel types: 3,4
# Vessel count: 12,8
# Number of cargoes: 80
# Cargo sizes: 2
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 3 (out of 5)
#----------------------------------------------------------------

# number of ports
86
# number of vessels
20
# for each vessel: vessel index, home port, starting time, capacity
1,13,0,130000
2,78,0,130000
3,73,0,130000
4,41,0,130000
5,33,491,130000
6,45,755,130000
7,41,0,130000
8,30,40,130000
9,24,756,130000
10,62,0,130000
11,58,0,130000
12,72,117,130000
13,62,0,71000
14,72,0,71000
15,75,0,71000
16,12,0,71000
17,19,0,71000
18,56,669,71000
19,71,0,71000
20,33,0,71000
# number of cargoes
80
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,3,4,5,6,8,9,10,11,12,13,16,17,18,19,20,21,22,23,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,72,74,75,76,78,79,80
2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80
3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80
4,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,47,48,49,51,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,79,80
5,1,2,3,4,5,6,8,9,10,12,13,16,18,19,20,21,22,25,26,28,29,30,31,33,35,36,37,38,39,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,67,68,69,75,76,78,80
6,1,2,3,4,6,8,9,10,11,13,16,17,18,19,20,21,22,26,28,29,30,31,32,33,35,36,37,39,41,42,43,44,45,49,52,53,54,56,57,58,59,61,62,63,64,65,67,68,69,72,75,76,78,80
7,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,47,48,49,51,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,79,80
8,1,2,3,4,5,6,8,9,10,11,12,13,16,17,18,19,20,21,22,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,72,75,76,78,80
9,1,2,3,4,5,6,8,9,10,13,16,19,20,21,22,25,29,30,31,33,35,36,37,42,43,44,49,52,53,54,56,57,58,59,62,63,64,65,67,68,69,75,76,78
10,1,2,3,4,5,6,8,9,10,11,12,13,16,17,18,19,20,21,22,23,25,26,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,49,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67,68,69,72,75,76,78,79,80
11,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,47,48,49,52,53,54,55,56,57,58,59,61,62,63,64,65,67,68,69,71,72,73,74,75,76,77,78,79,80
12,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,75,76,77,78,79,80
13,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,40,41,45,52,53,54,56,58,61,62,65,71,72,74,75,76,78,79,80
14,1,2,3,4,7,8,9,10,11,13,14,15,17,18,20,21,22,23,24,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,60,61,62,65,70,71,72,74,75,76,78,79,80
15,1,2,3,4,7,8,9,10,11,13,14,15,17,18,20,21,22,23,24,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,60,61,62,65,70,71,72,74,75,76,78,79,80
16,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,40,41,45,52,53,54,56,58,61,62,65,71,72,74,75,76,78,79,80
17,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,40,41,45,52,53,54,56,58,61,62,65,71,72,74,75,76,78,79,80
18,1,2,3,4,8,9,10,11,13,17,18,20,21,22,25,26,29,30,31,32,35,41,45,52,53,54,56,58,61,62,65,72,75,76,78,80
19,1,2,3,4,7,8,9,10,11,13,15,17,18,20,21,22,23,24,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,61,62,65,71,72,74,75,76,78,79,80
20,1,2,3,4,7,8,9,10,11,13,17,18,20,21,22,23,25,26,29,30,31,32,35,41,45,52,53,54,55,56,58,61,62,65,71,72,74,75,76,78,79,80
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
8,27,81,972,1472624
9,27,81,972,1472624
10,27,81,972,1472624
11,27,81,972,1472624
12,27,81,972,1472624
13,27,81,629,785790
14,27,81,629,785790
15,27,81,629,785790
16,27,81,629,785790
17,27,81,629,785790
18,27,81,629,785790
19,27,81,629,785790
20,27,81,629,785790
1,27,82,334,506390
2,27,82,334,506390
3,27,82,334,506390
4,27,82,334,506390
5,27,82,334,506390
6,27,82,334,506390
7,27,82,334,506390
8,27,82,334,506390
9,27,82,334,506390
10,27,82,334,506390
11,27,82,334,506390
12,27,82,334,506390
13,27,82,334,417580
14,27,82,334,417580
15,27,82,334,417580
16,27,82,334,417580
17,27,82,334,417580
18,27,82,334,417580
19,27,82,334,417580
20,27,82,334,417580
1,27,83,22,33490
2,27,83,22,33490
3,27,83,22,33490
4,27,83,22,33490
5,27,83,22,33490
6,27,83,22,33490
7,27,83,22,33490
8,27,83,22,33490
9,27,83,22,33490
10,27,83,22,33490
11,27,83,22,33490
12,27,83,22,33490
13,27,83,22,27617
14,27,83,22,27617
15,27,83,22,27617
16,27,83,22,27617
17,27,83,22,27617
18,27,83,22,27617
19,27,83,22,27617
20,27,83,22,27617
1,27,84,307,465129
2,27,84,307,465129
3,27,84,307,465129
4,27,84,307,465129
5,27,84,307,465129
6,27,84,307,465129
7,27,84,307,465129
8,27,84,307,465129
9,27,84,307,465129
10,27,84,307,465129
11,27,84,307,465129
12,27,84,307,465129
13,27,84,307,383555
14,27,84,307,383555
15,27,84,307,383555
16,27,84,307,383555
17,27,84,307,383555
18,27,84,307,383555
19,27,84,307,383555
20,27,84,307,383555
1,27,85,71,108040
2,27,85,71,108040
3,27,85,71,108040
4,27,85,71,108040
5,27,85,71,108040
6,27,85,71,108040
7,27,85,71,108040
8,27,85,71,108040
9,27,85,71,108040
10,27,85,71,108040
11,27,85,71,108040
12,27,85,71,108040
13,27,85,71,89092
14,27,85,71,89092
15,27,85,71,89092
16,27,85,71,89092
17,27,85,71,89092
18,27,85,71,89092
19,27,85,71,89092
20,27,85,71,89092
1,27,86,240,363125
2,27,86,240,363125
3,27,86,240,363125
4,27,86,240,363125
5,27,86,240,363125
6,27,86,240,363125
7,27,86,240,363125
8,27,86,240,363125
9,27,86,240,363125
10,27,86,240,363125
11,27,86,240,363125
12,27,86,240,363125
13,27,86,240,299441
14,27,86,240,299441
15,27,86,240,299441
16,27,86,240,299441
17,27,86,240,299441
18,27,86,240,299441
19,27,86,240,299441
20,27,86,240,299441
1,28,1,421,637568
2,28,1,421,637568
3,28,1,421,637568
4,28,1,421,637568
5,28,1,421,637568
6,28,1,421,637568
7,28,1,421,637568
8,28,1,421,637568
9,28,1,421,637568
10,28,1,421,637568
11,28,1,421,637568
12,28,1,421,637568
13,28,1,421,525752
14,28,1,421,525752
15,28,1,421,525752
16,28,1,421,525752
17,28,1,421,525752
18,28,1,421,525752
19,28,1,421,525752
20,28,1,421,525752
1,28,2,423,640478
2,28,2,423,640478
3,28,2,423,640478
4,28,2,423,640478
5,28,2,423,640478
6,28,2,423,640478
7,28,2,423,640478
8,28,2,423,640478
9,28,2,423,640478
10,28,2,423,640478
11,28,2,423,640478
12,28,2,423,640478
13,28,2,423,528152
14,28,2,423,528152
15,28,2,423,528152
16,28,2,423,528152
17,28,2,423,528152
18,28,2,423,528152
19,28,2,423,528152
20,28,2,423,528152
1,28,3,58,88195
2,28,3,58,88195
3,28,3,58,88195
4,28,3,58,88195
5,28,3,58,88195
6,28,3,58,88195
7,28,3,58,88195
8,28,3,58,88195
9,28,3,58,88195
10,28,3,58,88195
11,28,3,58,88195
12,28,3,58,88195
13,28,3,58,72727
14,28,3,58,72727
15,28,3,58,72727
16,28,3,58,72727
17,28,3,58,72727
18,28,3,58,72727
19,28,3,58,72727
20,28,3,58,72727
1,28,4,25,37705
2,28,4,25,37705
3,28,4,25,37705
4,28,4,25,37705
5,28,4,25,37705
6,28,4,25,37705
7,28,4,25,37705
8,28,4,25,37705
9,28,4,25,37705
10,28,4,25,37705
11,28,4,25,37705
12,28,4,25,37705
13,28,4,25,31092
14,28,4,25,31092
15,28,4,25,31092
16,28,4,25,31092
17,28,4,25,31092
18,28,4,25,31092
19,28,4,25,31092
20,28,4,25,31092
1,28,5,74,111626
2,28,5,74,111626
3,28,5,74,111626
4,28,5,74,111626
5,28,5,74,111626
6,28,5,74,111626
7,28,5,74,111626
8,28,5,74,111626
9,28,5,74,111626
10,28,5,74,111626
11,28,5,74,111626
12,28,5,74,111626
13,28,5,74,92049
14,28,5,74,92049
15,28,5,74,92049
16,28,5,74,92049
17,28,5,74,92049
18,28,5,74,92049
19,28,5,74,92049
20,28,5,74,92049
1,28,6,52,79353
2,28,6,52,79353
3,28,6,52,79353
4,28,6,52,79353
5,28,6,52,79353
6,28,6,52,79353
7,28,6,52,79353
8,28,6,52,79353
9,28,6,52,79353
10,28,6,52,79353
11,28,6,52,79353
12,28,6,52,79353
13,28,6,52,65436
14,28,6,52,65436
15,28,6,52,65436
16,28,6,52,65436
17,28,6,52,65436
18,28,6,52,65436
19,28,6,52,65436
20,28,6,52,65436
1,28,7,69,104908
2,28,7,69,104908
3,28,7,69,104908
4,28,7,69,104908
5,28,7,69,104908
6,28,7,69,104908
7,28,7,69,104908
8,28,7,69,104908
9,28,7,69,104908
10,28,7,69,104908
11,28,7,69,104908
12,28,7,69,104908
13,28,7,69,86510
14,28,7,69,86510
15,28,7,69,86510
16,28,7,69,86510
17,28,7,69,86510
18,28,7,69,86510
19,28,7,69,86510
20,28,7,69,86510
1,28,8,100,150991
2,28,8,100,150991
3,28,8,100,150991
4,28,8,100,150991
5,28,8,100,150991
6,28,8,100,150991
7,28,8,100,150991
8,28,8,100,150991
9,28,8,100,150991
10,28,8,100,150991
11,28,8,100,150991
12,28,8,100,150991
13,28,8,100,124510
14,28,8,100,124510
15,28,8,100,124510
16,28,8,100,124510
17,28,8,100,124510
18,28,8,100,124510
19,28,8,100,124510
20,28,8,100,124510
1,28,9,76,115837
2,28,9,76,115837
3,28,9,76,115837
4,28,9,76,115837
5,28,9,76,115837
6,28,9,76,115837
7,28,9,76,115837
8,28,9,76,115837
9,28,9,76,115837
10,28,9,76,115837
11,28,9,76,115837
12,28,9,76,115837
13,28,9,76,95522
14,28,9,76,95522
15,28,9,76,95522
16,28,9,76,95522
17,28,9,76,95522
18,28,9,76,95522
19,28,9,76,95522
20,28,9,76,95522
1,28,10,89,134582
2,28,10,89,134582
3,28,10,89,134582
4,28,10,89,134582
5,28,10,89,134582
6,28,10,89,134582
7,28,10,89,134582
8,28,10,89,134582
9,28,10,89,134582
10,28,10,89,134582
11,28,10,89,134582
12,28,10,89,134582
13,28,10,89,110979
14,28,10,89,110979
15,28,10,89,110979
16,28,10,89,110979
17,28,10,89,110979
18,28,10,89,110979
19,28,10,89,110979
20,28,10,89,110979
1,28,11,104,157705
2,28,11,104,157705
3,28,11,104,157705
4,28,11,104,157705
5,28,11,104,157705
6,28,11,104,157705
7,28,11,104,157705
8,28,11,104,157705
9,28,11,104,157705
10,28,11,104,157705
11,28,11,104,157705
12,28,11,104,157705
13,28,11,104,130047
14,28,11,104,130047
15,28,11,104,130047
16,28,11,104,130047
17,28,11,104,130047
18,28,11,104,130047
19,28,11,104,130047
20,28,11,104,130047
1,28,12,32,47836
2,28,12,32,47836
3,28,12,32,47836
4,28,12,32,47836
5,28,12,32,47836
6,28,12,32,47836
7,28,12,32,47836
8,28,12,32,47836
9,28,12,32,47836
10,28,12,32,47836
11,28,12,32,47836
12,28,12,32,47836
13,28,12,32,39446
14,28,12,32,39446
15,28,12,32,39446
16,28,12,32,39446
17,28,12,32,39446
18,28,12,32,39446
19,28,12,32,39446
20,28,12,32,39446
1,28,13,64,96197
2,28,13,64,96197
3,28,13,64,96197
4,28,13,64,96197
5,28,13,64,96197
6,28,13,64,96197
7,28,13,64,96197
8,28,13,64,96197
9,28,13,64,96197
10,28,13,64,96197
11,28,13,64,96197
12,28,13,64,96197
13,28,13,64,79326
14,28,13,64,79326
15,28,13,64,79326
16,28,13,64,79326
17,28,13,64,79326
18,28,13,64,79326
19,28,13,64,79326
20,28,13,64,79326
1,28,14,17,25828
2,28,14,17,25828
3,28,14,17,25828
4,28,14,17,25828
5,28,14,17,25828
6,28,14,17,25828
7,28,14,17,25828
8,28,14,17,25828
9,28,14,17,25828
10,28,14,17,25828
11,28,14,17,25828
12,28,14,17,25828
13,28,14,17,21298
14,28,14,17,21298
15,28,14,17,21298
16,28,14,17,21298
17,28,14,17,21298
18,28,14,17,21298
19,28,14,17,21298
20,28,14,17,21298
1,28,15,53,80670
2,28,15,53,80670
3,28,15,53,80670
4,28,15,53,80670
5,28,15,53,80670
6,28,15,53,80670
7,28,15,53,80670
8,28,15,53,80670
9,28,15,53,80670
10,28,15,53,80670
11,28,15,53,80670
12,28,15,53,80670
13,28,15,53,66522
14,28,15,53,66522
15,28,15,53,66522
16,28,15,53,66522
17,28,15,53,66522
18,28,15,53,66522
19,28,15,53,66522
20,28,15,53,66522
1,28,16,87,132116
2,28,16,87,132116
3,28,16,87,132116
4,28,16,87,132116
5,28,16,87,132116
6,28,16,87,132116
7,28,16,87,132116
8,28,16,87,132116
9,28,16,87,132116
10,28,16,87,132116
11,28,16,87,132116
12,28,16,87,132116
13,28,16,87,108946
14,28,16,87,108946
15,28,16,87,108946
16,28,16,87,108946
17,28,16,87,108946
18,28,16,87,108946
19,28,16,87,108946
20,28,16,87,108946
1,28,17,121,183197
2,28,17,121,183197
3,28,17,121,183197
4,28,17,121,183197
5,28,17,121,183197
6,28,17,121,183197
7,28,17,121,183197
8,28,17,121,183197
9,28,17,121,183197
10,28,17,121,183197
11,28,17,121,183197
12,28,17,121,183197
13,28,17,121,151068
14,28,17,121,151068
15,28,17,121,151068
16,28,17,121,151068
17,28,17,121,151068
18,28,17,121,151068
19,28,17,121,151068
20,28,17,121,151068
1,28,18,32,48013
2,28,18,32,48013
3,28,18,32,48013
4,28,18,32,48013
5,28,18,32,48013
6,28,18,32,48013
7,28,18,32,48013
8,28,18,32,48013
9,28,18,32,48013
10,28,18,32,48013
11,28,18,32,48013
12,28,18,32,48013
13,28,18,32,39593
14,28,18,32,39593
15,28,18,32,39593
16,28,18,32,39593
17,28,18,32,39593
18,28,18,32,39593
19,28,18,32,39593
20,28,18,32,39593
1,28,19,89,134582
2,28,19,89,134582
3,28,19,89,134582
4,28,19,89,134582
5,28,19,89,134582
6,28,19,89,134582
7,28,19,89,134582
8,28,19,89,134582
9,28,19,89,134582
10,28,19,89,134582
11,28,19,89,134582
12,28,19,89,134582
13,28,19,89,110979
14,28,19,89,110979
15,28,19,89,110979
16,28,19,89,110979
17,28,19,89,110979
18,28,19,89,110979
19,28,19,89,110979
20,28,19,89,110979
1,28,20,59,89840
2,28,20,59,89840
3,28,20,59,89840
4,28,20,59,89840
5,28,20,59,89840
6,28,20,59,89840
7,28,20,59,89840
8,28,20,59,89840
9,28,20,59,89840
10,28,20,59,89840
11,28,20,59,89840
12,28,20,59,89840
13,28,20,59,74084
14,28,20,59,74084
15,28,20,59,74084
16,28,20,59,74084
17,28,20,59,74084
18,28,20,59,74084
19,28,20,59,74084
20,28,20,59,74084
1,28,21,22,33516
2,28,21,22,33516
3,28,21,22,33516
4,28,21,22,33516
5,28,21,22,33516
6,28,21,22,33516
7,28,21,22,33516
8,28,21,22,33516
9,28,21,22,33516
10,28,21,22,33516
11,28,21,22,33516
12,28,21,22,33516
13,28,21,22,27638
14,28,21,22,27638
15,28,21,22,27638
16,28,21,22,27638
17,28,21,22,27638
18,28,21,22,27638
19,28,21,22,27638
20,28,21,22,27638
1,28,22,20,29702
2,28,22,20,29702
3,28,22,20,29702
4,28,22,20,29702
5,28,22,20,29702
6,28,22,20,29702
7,28,22,20,29702
8,28,22,20,29702
9,28,22,20,29702
10,28,22,20,29702
11,28,22,20,29702
12,28,22,20,29702
13,28,22,20,24493
14,28,22,20,24493
15,28,22,20,24493
16,28,22,20,24493
17,28,22,20,24493
18,28,22,20,24493
19,28,22,20,24493
20,28,22,20,24493
1,28,23,85,129402
2,28,23,85,129402
3,28,23,85,129402
4,28,23,85,129402
5,28,23,85,129402
6,28,23,85,129402
7,28,23,85,129402
8,28,23,85,129402
9,28,23,85,129402
10,28,23,85,129402
11,28,23,85,129402
12,28,23,85,129402
13,28,23,85,106708
14,28,23,85,106708
15,28,23,85,106708
16,28,23,85,106708
17,28,23,85,106708
18,28,23,85,106708
19,28,23,85,106708
20,28,23,85,106708
1,28,24,118,179242
2,28,24,118,179242
3,28,24,118,179242
4,28,24,118,179242
5,28,24,118,179242
6,28,24,118,179242
7,28,24,118,179242
8,28,24,118,179242
9,28,24,118,179242
10,28,24,118,179242
11,28,24,118,179242
12,28,24,118,179242
13,28,24,118,147807
14,28,24,118,147807
15,28,24,118,147807
16,28,24,118,147807
17,28,24,118,147807
18,28,24,118,147807
19,28,24,118,147807
20,28,24,118,147807
1,28,25,69,104233
2,28,25,69,104233
3,28,25,69,104233
4,28,25,69,104233
5,28,25,69,104233
6,28,25,69,104233
7,28,25,69,104233
8,28,25,69,104233
9,28,25,69,104233
10,28,25,69,104233
11,28,25,69,104233
12,28,25,69,104233
13,28,25,69,85953
14,28,25,69,85953
15,28,25,69,85953
16,28,25,69,85953
17,28,25,69,85953
18,28,25,69,85953
19,28,25,69,85953
20,28,25,69,85953
1,28,26,57,86169
2,28,26,57,86169
3,28,26,57,86169
4,28,26,57,86169
5,28,26,57,86169
6,28,26,57,86169
7,28,26,57,86169
8,28,26,57,86169
9,28,26,57,86169
10,28,26,57,86169
11,28,26,57,86169
12,28,26,57,86169
13,28,26,57,71057
14,28,26,57,71057
15,28,26,57,71057
16,28,26,57,71057
17,28,26,57,71057
18,28,26,57,71057
19,28,26,57,71057
20,28,26,57,71057
1,28,27,55,82755
2,28,27,55,82755
3,28,27,55,82755
4,28,27,55,82755
5,28,27,55,82755
6,28,27,55,82755
7,28,27,55,82755
8,28,27,55,82755
9,28,27,55,82755
10,28,27,55,82755
11,28,27,55,82755
12,28,27,55,82755
13,28,27,55,68241
14,28,27,55,68241
15,28,27,55,68241
16,28,27,55,68241
17,28,27,55,68241
18,28,27,55,68241
19,28,27,55,68241
20,28,27,55,68241
1,28,28,0,0
2,28,28,0,0
3,28,28,0,0
4,28,28,0,0
5,28,28,0,0
6,28,28,0,0
7,28,28,0,0
8,28,28,0,0
9,28,28,0,0
10,28,28,0,0
11,28,28,0,0
12,28,28,0,0
13,28,28,0,0
14,28,28,0,0
15,28,28,0,0
16,28,28,0,0
17,28,28,0,0
18,28,28,0,0
19,28,28,0,0
20,28,28,0,0
1,28,29,56,85106
2,28,29,56,85106
3,28,29,56,85106
4,28,29,56,85106
5,28,29,56,85106
6,28,29,56,85106
7,28,29,56,85106
8,28,29,56,85106
9,28,29,56,85106
10,28,29,56,85106
11,28,29,56,85106
12,28,29,56,85106
13,28,29,56,70180
14,28,29,56,70180
15,28,29,56,70180
16,28,29,56,70180
17,28,29,56,70180
18,28,29,56,70180
19,28,29,56,70180
20,28,29,56,70180
1,28,30,55,83122
2,28,30,55,83122
3,28,30,55,83122
4,28,30,55,83122
5,28,30,55,83122
6,28,30,55,83122
7,28,30,55,83122
8,28,30,55,83122
9,28,30,55,83122
10,28,30,55,83122
11,28,30,55,83122
12,28,30,55,83122
13,28,30,55,68544
14,28,30,55,68544
15,28,30,55,68544
16,28,30,55,68544
17,28,30,55,68544
18,28,30,55,68544
19,28,30,55,68544
20,28,30,55,68544
1,28,31,419,634587
2,28,31,419,634587
3,28,31,419,634587
4,28,31,419,634587
5,28,31,419,634587
6,28,31,419,634587
7,28,31,419,634587
8,28,31,419,634587
9,28,31,419,634587
10,28,31,419,634587
11,28,31,419,634587
12,28,31,419,634587
13,28,31,419,523294
14,28,31,419,523294
15,28,31,419,523294
16,28,31,419,523294
17,28,31,419,523294
18,28,31,419,523294
19,28,31,419,523294
20,28,31,419,523294
1,28,32,332,503092
2,28,32,332,503092
3,28,32,332,503092
4,28,32,332,503092
5,28,32,332,503092
6,28,32,332,503092
7,28,32,332,503092
8,28,32,332,503092
9,28,32,332,503092
10,28,32,332,503092
11,28,32,332,503092
12,28,32,332,503092
13,28,32,332,414861
14,28,32,332,414861
15,28,32,332,414861
16,28,32,332,414861
17,28,32,332,414861
18,28,32,332,414861
19,28,32,332,414861
20,28,32,332,414861
1,28,33,288,436549
2,28,33,288,436549
3,28,33,288,436549
4,28,33,288,436549
5,28,33,288,436549
6,28,33,288,436549
7,28,33,288,436549
8,28,33,288,436549
9,28,33,288,436549
10,28,33,288,436549
11,28,33,288,436549
12,28,33,288,436549
13,28,33,288,359988
14,28,33,288,359988
15,28,33,288,359988
16,28,33,288,359988
17,28,33,288,359988
18,28,33,288,359988
19,28,33,288,359988
20,28,33,288,359988
1,28,34,284,429550
2,28,34,284,429550
3,28,34,284,429550
4,28,34,284,429550
5,28,34,284,429550
6,28,34,284,429550
7,28,34,284,429550
8,28,34,284,429550
9,28,34,284,429550
10,28,34,284,429550
11,28,34,284,429550
12,28,34,284,429550
13,28,34,284,354216
14,28,34,284,354216
15,28,34,284,354216
16,28,34,284,354216
17,28,34,284,354216
18,28,34,284,354216
19,28,34,284,354216
20,28,34,284,354216
1,28,35,230,348988
2,28,35,230,348988
3,28,35,230,348988
4,28,35,230,348988
5,28,35,230,348988
6,28,35,230,348988
7,28,35,230,348988
8,28,35,230,348988
9,28,35,230,348988
10,28,35,230,348988
11,28,35,230,348988
12,28,35,230,348988
13,28,35,230,287783
14,28,35,230,287783
15,28,35,230,287783
16,28,35,230,287783
17,28,35,230,287783
18,28,35,230,287783
19,28,35,230,287783
20,28,35,230,287783
1,28,36,259,391562
2,28,36,259,391562
3,28,36,259,391562
4,28,36,259,391562
5,28,36,259,391562
6,28,36,259,391562
7,28,36,259,391562
8,28,36,259,391562
9,28,36,259,391562
10,28,36,259,391562
11,28,36,259,391562
12,28,36,259,391562
13,28,36,259,322891
14,28,36,259,322891
15,28,36,259,322891
16,28,36,259,322891
17,28,36,259,322891
18,28,36,259,322891
19,28,36,259,322891
20,28,36,259,322891
1,28,37,317,480608
2,28,37,317,480608
3,28,37,317,480608
4,28,37,317,480608
5,28,37,317,480608
6,28,37,317,480608
7,28,37,317,480608
8,28,37,317,480608
9,28,37,317,480608
10,28,37,317,480608
11,28,37,317,480608
12,28,37,317,480608
13,28,37,317,396320
14,28,37,317,396320
15,28,37,317,396320
16,28,37,317,396320
17,28,37,317,396320
18,28,37,317,396320
19,28,37,317,396320
20,28,37,317,396320
1,28,38,236,357756
2,28,38,236,357756
3,28,38,236,357756
4,28,38,236,357756
5,28,38,236,357756
6,28,38,236,357756
7,28,38,236,357756
8,28,38,236,357756
9,28,38,236,357756
10,28,38,236,357756
11,28,38,236,357756
12,28,38,236,357756
13,28,38,236,295014
14,28,38,236,295014
15,28,38,236,295014
16,28,38,236,295014
17,28,38,236,295014
18,28,38,236,295014
19,28,38,236,295014
20,28,38,236,295014
1,28,39,286,433276
2,28,39,286,433276
3,28,39,286,433276
4,28,39,286,433276
5,28,39,286,433276
6,28,39,286,433276
7,28,39,286,433276
8,28,39,286,433276
9,28,39,286,433276
10,28,39,286,433276
11,28,39,286,433276
12,28,39,286,433276
13,28,39,286,357288
14,28,39,286,357288
15,28,39,286,357288
16,28,39,286,357288
17,28,39,286,357288
18,28,39,286,357288
19,28,39,286,357288
20,28,39,286,357288
1,28,40,698,1057091
2,28,40,698,1057091
3,28,40,698,1057091
4,28,40,698,1057091
5,28,40,698,1057091
6,28,40,698,1057091
7,28,40,698,1057091
8,28,40,698,1057091
9,28,40,698,1057091
10,28,40,698,1057091
11,28,40,698,1057091
12,28,40,698,1057091
13,28,40,698,871700
14,28,40,698,871700
15,28,40,698,871700
16,28,40,698,871700
17,28,40,698,871700
18,28,40,698,871700
19,28,40,698,871700
20,28,40,698,871700
1,28,41,705,1067132
2,28,41,705,1067132
3,28,41,705,1067132
4,28,41,705,1067132
5,28,41,705,1067132
6,28,41,705,1067132
7,28,41,705,1067132
8,28,41,705,1067132
9,28,41,705,1067132
10,28,41,705,1067132
11,28,41,705,1067132
12,28,41,705,1067132
13,28,41,705,879980
14,28,41,705,879980
15,28,41,705,879980
16,28,41,705,879980
17,28,41,705,879980
18,28,41,705,879980
19,28,41,705,879980
20,28,41,705,879980
1,28,42,650,984732
2,28,42,650,984732
3,28,42,650,984732
4,28,42,650,984732
5,28,42,650,984732
6,28,42,650,984732
7,28,42,650,984732
8,28,42,650,984732
9,28,42,650,984732
10,28,42,650,984732
11,28,42,650,984732
12,28,42,650,984732
13,28,42,650,812032
14,28,42,650,812032
15,28,42,650,812032
16,28,42,650,812032
17,28,42,650,812032
18,28,42,650,812032
19,28,42,650,812032
20,28,42,650,812032
1,28,43,728,1102179
2,28,43,728,1102179
3,28,43,728,1102179
4,28,43,728,1102179
5,28,43,728,1102179
6,28,43,728,1102179
7,28,43,728,1102179
8,28,43,728,1102179
9,28,43,728,1102179
10,28,43,728,1102179
11,28,43,728,1102179
12,28,43,728,1102179
13,28,43,728,908881
14,28,43,728,908881
15,28,43,728,908881
16,28,43,728,908881
17,28,43,728,908881
18,28,43,728,908881
19,28,43,728,908881
20,28,43,728,908881
1,28,44,708,1072027
2,28,44,708,1072027
3,28,44,708,1072027
4,28,44,708,1072027
5,28,44,708,1072027
6,28,44,708,1072027
7,28,44,708,1072027
8,28,44,708,1072027
9,28,44,708,1072027
10,28,44,708,1072027
11,28,44,708,1072027
12,28,44,708,1072027
13,28,44,708,884017
14,28,44,708,884017
15,28,44,708,884017
16,28,44,708,884017
17,28,44,708,884017
18,28,44,708,884017
19,28,44,708,884017
20,28,44,708,884017
1,28,45,665,1006728
2,28,45,665,1006728
3,28,45,665,1006728
4,28,45,665,1006728
5,28,45,665,1006728
6,28,45,665,1006728
7,28,45,665,1006728
8,28,45,665,1006728
9,28,45,665,1006728
10,28,45,665,1006728
11,28,45,665,1006728
12,28,45,665,1006728
13,28,45,665,830170
14,28,45,665,830170
15,28,45,665,830170
16,28,45,665,830170
17,28,45,665,830170
18,28,45,665,830170
19,28,45,665,830170
20,28,45,665,830170
1,28,46,722,1093726
2,28,46,722,1093726
3,28,46,722,1093726
