#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 2,3
# Vessel count: 15,15
# Number of cargoes: 70
# Cargo sizes: 4
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 5 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
30
# for each vessel: vessel index, home port, starting time, capacity
1,8,53,100
2,13,70,100
3,31,78,100
4,14,0,100
5,12,0,100
6,12,0,100
7,27,0,100
8,38,47,100
9,19,0,100
10,17,47,100
11,24,113,100
12,32,0,100
13,9,185,100
14,31,80,100
15,16,0,100
16,22,217,100
17,19,45,100
18,3,56,100
19,37,150,100
20,20,218,100
21,20,209,100
22,28,0,100
23,36,0,100
24,24,100,100
25,6,21,100
26,27,284,100
27,4,0,100
28,30,0,100
29,34,0,100
30,37,0,100
# number of cargoes
70
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,3,4,7,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,68,70
2,1,3,4,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,66,68,70
3,1,3,4,8,9,10,11,13,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,57,59,60,62,63,64,65,66,68,70
4,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
5,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
6,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
7,1,2,3,4,7,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,59,60,62,63,64,65,66,67,68,70
8,1,3,4,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,59,60,62,64,68,70
9,1,2,3,4,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,59,60,62,63,64,65,66,67,68,70
10,1,2,3,4,7,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,59,60,62,63,65,68,70
11,1,3,4,10,11,13,16,17,18,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,60,62,63,68,70
12,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
13,1,3,4,10,11,13,16,19,20,21,23,24,26,27,29,30,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,63,68,70
14,1,3,4,8,9,10,11,13,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,66,68,70
15,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
16,1,3,4,10,13,16,19,20,21,23,24,26,27,29,30,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,63,68,70
17,1,3,4,9,10,11,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,65,67,68,70
18,1,3,4,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,65,68,70
19,1,3,4,10,13,16,19,20,21,23,24,26,27,29,32,33,35,36,38,41,44,45,46,47,49,50,51,52,54,56,60,62,68,70
20,1,3,4,10,13,16,17,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,68,70
21,1,3,4,10,13,16,17,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,60,62,68,70
22,1,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,54,56,57,58,59,60,62,63,64,65,66,67,68,69,70
23,1,3,4,5,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,53,54,55,56,57,59,60,62,63,64,66,68,70
24,1,3,4,10,11,13,16,17,18,19,20,21,23,24,26,27,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,60,62,63,65,68,70
25,1,3,4,7,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,49,50,51,52,54,56,59,60,62,63,64,65,66,67,68,70
26,1,3,4,10,13,16,20,21,23,24,26,27,29,30,32,33,35,36,38,41,43,44,46,47,49,50,52,56,60,62,68,70
27,1,3,4,5,6,8,9,10,11,13,14,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,41,43,44,45,46,47,49,50,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,68,69,70
28,1,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,68,69,70
29,1,3,4,5,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,57,59,60,62,63,64,66,68,70
30,1,3,4,5,8,10,13,16,17,19,20,21,22,23,24,26,27,29,30,31,32,33,35,36,37,38,41,43,44,45,46,47,49,50,51,52,54,56,59,60,62,64,68,70
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
23,24,12,89,59672
24,24,12,89,59672
25,24,12,89,59672
26,24,12,89,59672
27,24,12,89,59672
28,24,12,89,59672
29,24,12,89,59672
30,24,12,89,59672
1,24,13,69,40929
2,24,13,69,40929
3,24,13,69,40929
4,24,13,69,40929
5,24,13,69,40929
6,24,13,69,40929
7,24,13,69,40929
8,24,13,69,40929
9,24,13,69,40929
10,24,13,69,40929
11,24,13,69,40929
12,24,13,69,40929
13,24,13,69,40929
14,24,13,69,40929
15,24,13,69,40929
16,24,13,84,56092
17,24,13,84,56092
18,24,13,84,56092
19,24,13,84,56092
20,24,13,84,56092
21,24,13,84,56092
22,24,13,84,56092
23,24,13,84,56092
24,24,13,84,56092
25,24,13,84,56092
26,24,13,84,56092
27,24,13,84,56092
28,24,13,84,56092
29,24,13,84,56092
30,24,13,84,56092
1,24,14,37,21919
2,24,14,37,21919
3,24,14,37,21919
4,24,14,37,21919
5,24,14,37,21919
6,24,14,37,21919
7,24,14,37,21919
8,24,14,37,21919
9,24,14,37,21919
10,24,14,37,21919
11,24,14,37,21919
12,24,14,37,21919
13,24,14,37,21919
14,24,14,37,21919
15,24,14,37,21919
16,24,14,45,30039
17,24,14,45,30039
18,24,14,45,30039
19,24,14,45,30039
20,24,14,45,30039
21,24,14,45,30039
22,24,14,45,30039
23,24,14,45,30039
24,24,14,45,30039
25,24,14,45,30039
26,24,14,45,30039
27,24,14,45,30039
28,24,14,45,30039
29,24,14,45,30039
30,24,14,45,30039
1,24,15,41,24026
2,24,15,41,24026
3,24,15,41,24026
4,24,15,41,24026
5,24,15,41,24026
6,24,15,41,24026
7,24,15,41,24026
8,24,15,41,24026
9,24,15,41,24026
10,24,15,41,24026
11,24,15,41,24026
12,24,15,41,24026
13,24,15,41,24026
14,24,15,41,24026
15,24,15,41,24026
16,24,15,49,32927
17,24,15,49,32927
18,24,15,49,32927
19,24,15,49,32927
20,24,15,49,32927
21,24,15,49,32927
22,24,15,49,32927
23,24,15,49,32927
24,24,15,49,32927
25,24,15,49,32927
26,24,15,49,32927
27,24,15,49,32927
28,24,15,49,32927
29,24,15,49,32927
30,24,15,49,32927
1,24,16,35,20616
2,24,16,35,20616
3,24,16,35,20616
4,24,16,35,20616
5,24,16,35,20616
6,24,16,35,20616
7,24,16,35,20616
8,24,16,35,20616
9,24,16,35,20616
10,24,16,35,20616
11,24,16,35,20616
12,24,16,35,20616
13,24,16,35,20616
14,24,16,35,20616
15,24,16,35,20616
16,24,16,42,28253
17,24,16,42,28253
18,24,16,42,28253
19,24,16,42,28253
20,24,16,42,28253
21,24,16,42,28253
22,24,16,42,28253
23,24,16,42,28253
24,24,16,42,28253
25,24,16,42,28253
26,24,16,42,28253
27,24,16,42,28253
28,24,16,42,28253
29,24,16,42,28253
30,24,16,42,28253
1,24,17,19,10975
2,24,17,19,10975
3,24,17,19,10975
4,24,17,19,10975
5,24,17,19,10975
6,24,17,19,10975
7,24,17,19,10975
8,24,17,19,10975
9,24,17,19,10975
10,24,17,19,10975
11,24,17,19,10975
12,24,17,19,10975
13,24,17,19,10975
14,24,17,19,10975
15,24,17,19,10975
16,24,17,22,15041
17,24,17,22,15041
18,24,17,22,15041
19,24,17,22,15041
20,24,17,22,15041
21,24,17,22,15041
22,24,17,22,15041
23,24,17,22,15041
24,24,17,22,15041
25,24,17,22,15041
26,24,17,22,15041
27,24,17,22,15041
28,24,17,22,15041
29,24,17,22,15041
30,24,17,22,15041
1,24,18,69,40645
2,24,18,69,40645
3,24,18,69,40645
4,24,18,69,40645
5,24,18,69,40645
6,24,18,69,40645
7,24,18,69,40645
8,24,18,69,40645
9,24,18,69,40645
10,24,18,69,40645
11,24,18,69,40645
12,24,18,69,40645
13,24,18,69,40645
14,24,18,69,40645
15,24,18,69,40645
16,24,18,83,55702
17,24,18,83,55702
18,24,18,83,55702
19,24,18,83,55702
20,24,18,83,55702
21,24,18,83,55702
22,24,18,83,55702
23,24,18,83,55702
24,24,18,83,55702
25,24,18,83,55702
26,24,18,83,55702
27,24,18,83,55702
28,24,18,83,55702
29,24,18,83,55702
30,24,18,83,55702
1,24,19,32,18824
2,24,19,32,18824
3,24,19,32,18824
4,24,19,32,18824
5,24,19,32,18824
6,24,19,32,18824
7,24,19,32,18824
8,24,19,32,18824
9,24,19,32,18824
10,24,19,32,18824
11,24,19,32,18824
12,24,19,32,18824
13,24,19,32,18824
14,24,19,32,18824
15,24,19,32,18824
16,24,19,39,25798
17,24,19,39,25798
18,24,19,39,25798
19,24,19,39,25798
20,24,19,39,25798
21,24,19,39,25798
22,24,19,39,25798
23,24,19,39,25798
24,24,19,39,25798
25,24,19,39,25798
26,24,19,39,25798
27,24,19,39,25798
28,24,19,39,25798
29,24,19,39,25798
30,24,19,39,25798
1,24,20,104,61250
2,24,20,104,61250
3,24,20,104,61250
4,24,20,104,61250
5,24,20,104,61250
6,24,20,104,61250
7,24,20,104,61250
8,24,20,104,61250
9,24,20,104,61250
10,24,20,104,61250
11,24,20,104,61250
12,24,20,104,61250
13,24,20,104,61250
14,24,20,104,61250
15,24,20,104,61250
16,24,20,125,83941
17,24,20,125,83941
18,24,20,125,83941
19,24,20,125,83941
20,24,20,125,83941
21,24,20,125,83941
22,24,20,125,83941
23,24,20,125,83941
24,24,20,125,83941
25,24,20,125,83941
26,24,20,125,83941
27,24,20,125,83941
28,24,20,125,83941
29,24,20,125,83941
30,24,20,125,83941
1,24,21,106,62275
2,24,21,106,62275
3,24,21,106,62275
4,24,21,106,62275
5,24,21,106,62275
6,24,21,106,62275
7,24,21,106,62275
8,24,21,106,62275
9,24,21,106,62275
10,24,21,106,62275
11,24,21,106,62275
12,24,21,106,62275
13,24,21,106,62275
14,24,21,106,62275
15,24,21,106,62275
16,24,21,128,85347
17,24,21,128,85347
18,24,21,128,85347
19,24,21,128,85347
20,24,21,128,85347
21,24,21,128,85347
22,24,21,128,85347
23,24,21,128,85347
24,24,21,128,85347
25,24,21,128,85347
26,24,21,128,85347
27,24,21,128,85347
28,24,21,128,85347
29,24,21,128,85347
30,24,21,128,85347
1,24,22,0,0
2,24,22,0,0
3,24,22,0,0
4,24,22,0,0
5,24,22,0,0
6,24,22,0,0
7,24,22,0,0
8,24,22,0,0
9,24,22,0,0
10,24,22,0,0
11,24,22,0,0
12,24,22,0,0
13,24,22,0,0
14,24,22,0,0
15,24,22,0,0
16,24,22,0,0
17,24,22,0,0
18,24,22,0,0
19,24,22,0,0
20,24,22,0,0
21,24,22,0,0
22,24,22,0,0
23,24,22,0,0
24,24,22,0,0
25,24,22,0,0
26,24,22,0,0
27,24,22,0,0
28,24,22,0,0
29,24,22,0,0
30,24,22,0,0
1,24,23,2,1135
2,24,23,2,1135
3,24,23,2,1135
4,24,23,2,1135
5,24,23,2,1135
6,24,23,2,1135
7,24,23,2,1135
8,24,23,2,1135
9,24,23,2,1135
10,24,23,2,1135
11,24,23,2,1135
12,24,23,2,1135
13,24,23,2,1135
14,24,23,2,1135
15,24,23,2,1135
16,24,23,2,1556
17,24,23,2,1556
18,24,23,2,1556
19,24,23,2,1556
20,24,23,2,1556
21,24,23,2,1556
22,24,23,2,1556
23,24,23,2,1556
24,24,23,2,1556
25,24,23,2,1556
26,24,23,2,1556
27,24,23,2,1556
28,24,23,2,1556
29,24,23,2,1556
30,24,23,2,1556
1,24,24,0,0
2,24,24,0,0
3,24,24,0,0
4,24,24,0,0
5,24,24,0,0
6,24,24,0,0
7,24,24,0,0
8,24,24,0,0
9,24,24,0,0
10,24,24,0,0
11,24,24,0,0
12,24,24,0,0
13,24,24,0,0
14,24,24,0,0
15,24,24,0,0
16,24,24,0,0
17,24,24,0,0
18,24,24,0,0
19,24,24,0,0
20,24,24,0,0
21,24,24,0,0
22,24,24,0,0
23,24,24,0,0
24,24,24,0,0
25,24,24,0,0
26,24,24,0,0
27,24,24,0,0
28,24,24,0,0
29,24,24,0,0
30,24,24,0,0
1,24,25,106,62759
2,24,25,106,62759
3,24,25,106,62759
4,24,25,106,62759
5,24,25,106,62759
6,24,25,106,62759
7,24,25,106,62759
8,24,25,106,62759
9,24,25,106,62759
10,24,25,106,62759
11,24,25,106,62759
12,24,25,106,62759
13,24,25,106,62759
14,24,25,106,62759
15,24,25,106,62759
16,24,25,129,86010
17,24,25,129,86010
18,24,25,129,86010
19,24,25,129,86010
20,24,25,129,86010
21,24,25,129,86010
22,24,25,129,86010
23,24,25,129,86010
24,24,25,129,86010
25,24,25,129,86010
26,24,25,129,86010
27,24,25,129,86010
28,24,25,129,86010
29,24,25,129,86010
30,24,25,129,86010
1,24,26,40,23571
2,24,26,40,23571
3,24,26,40,23571
4,24,26,40,23571
5,24,26,40,23571
6,24,26,40,23571
7,24,26,40,23571
8,24,26,40,23571
9,24,26,40,23571
10,24,26,40,23571
11,24,26,40,23571
12,24,26,40,23571
13,24,26,40,23571
14,24,26,40,23571
15,24,26,40,23571
16,24,26,48,32303
17,24,26,48,32303
18,24,26,48,32303
19,24,26,48,32303
20,24,26,48,32303
21,24,26,48,32303
22,24,26,48,32303
23,24,26,48,32303
24,24,26,48,32303
25,24,26,48,32303
26,24,26,48,32303
27,24,26,48,32303
28,24,26,48,32303
29,24,26,48,32303
30,24,26,48,32303
1,24,27,23,13275
2,24,27,23,13275
3,24,27,23,13275
4,24,27,23,13275
5,24,27,23,13275
6,24,27,23,13275
7,24,27,23,13275
8,24,27,23,13275
9,24,27,23,13275
10,24,27,23,13275
11,24,27,23,13275
12,24,27,23,13275
13,24,27,23,13275
14,24,27,23,13275
15,24,27,23,13275
16,24,27,27,18194
17,24,27,27,18194
18,24,27,27,18194
19,24,27,27,18194
20,24,27,27,18194
21,24,27,27,18194
22,24,27,27,18194
23,24,27,27,18194
24,24,27,27,18194
25,24,27,27,18194
26,24,27,27,18194
27,24,27,27,18194
28,24,27,27,18194
29,24,27,27,18194
30,24,27,27,18194
1,24,28,56,33235
2,24,28,56,33235
3,24,28,56,33235
4,24,28,56,33235
5,24,28,56,33235
6,24,28,56,33235
7,24,28,56,33235
8,24,28,56,33235
9,24,28,56,33235
10,24,28,56,33235
11,24,28,56,33235
12,24,28,56,33235
13,24,28,56,33235
14,24,28,56,33235
15,24,28,56,33235
16,24,28,68,45548
17,24,28,68,45548
18,24,28,68,45548
19,24,28,68,45548
20,24,28,68,45548
21,24,28,68,45548
22,24,28,68,45548
23,24,28,68,45548
24,24,28,68,45548
25,24,28,68,45548
26,24,28,68,45548
27,24,28,68,45548
28,24,28,68,45548
29,24,28,68,45548
30,24,28,68,45548
1,24,29,150,88400
2,24,29,150,88400
3,24,29,150,88400
4,24,29,150,88400
5,24,29,150,88400
6,24,29,150,88400
7,24,29,150,88400
8,24,29,150,88400
9,24,29,150,88400
10,24,29,150,88400
11,24,29,150,88400
12,24,29,150,88400
13,24,29,150,88400
14,24,29,150,88400
15,24,29,150,88400
16,24,29,181,121149
17,24,29,181,121149
18,24,29,181,121149
19,24,29,181,121149
20,24,29,181,121149
21,24,29,181,121149
22,24,29,181,121149
23,24,29,181,121149
24,24,29,181,121149
25,24,29,181,121149
26,24,29,181,121149
27,24,29,181,121149
28,24,29,181,121149
29,24,29,181,121149
30,24,29,181,121149
1,24,30,80,47275
2,24,30,80,47275
3,24,30,80,47275
4,24,30,80,47275
5,24,30,80,47275
6,24,30,80,47275
7,24,30,80,47275
8,24,30,80,47275
9,24,30,80,47275
10,24,30,80,47275
11,24,30,80,47275
12,24,30,80,47275
13,24,30,80,47275
14,24,30,80,47275
15,24,30,80,47275
16,24,30,97,64789
17,24,30,97,64789
18,24,30,97,64789
19,24,30,97,64789
20,24,30,97,64789
21,24,30,97,64789
22,24,30,97,64789
23,24,30,97,64789
24,24,30,97,64789
25,24,30,97,64789
26,24,30,97,64789
27,24,30,97,64789
28,24,30,97,64789
29,24,30,97,64789
30,24,30,97,64789
1,24,31,89,52426
2,24,31,89,52426
3,24,31,89,52426
4,24,31,89,52426
5,24,31,89,52426
6,24,31,89,52426
7,24,31,89,52426
8,24,31,89,52426
9,24,31,89,52426
10,24,31,89,52426
11,24,31,89,52426
12,24,31,89,52426
13,24,31,89,52426
14,24,31,89,52426
15,24,31,89,52426
16,24,31,107,71848
17,24,31,107,71848
18,24,31,107,71848
19,24,31,107,71848
20,24,31,107,71848
21,24,31,107,71848
22,24,31,107,71848
23,24,31,107,71848
24,24,31,107,71848
25,24,31,107,71848
26,24,31,107,71848
27,24,31,107,71848
28,24,31,107,71848
29,24,31,107,71848
30,24,31,107,71848
1,24,32,22,13085
2,24,32,22,13085
3,24,32,22,13085
4,24,32,22,13085
5,24,32,22,13085
6,24,32,22,13085
7,24,32,22,13085
8,24,32,22,13085
9,24,32,22,13085
10,24,32,22,13085
11,24,32,22,13085
12,24,32,22,13085
13,24,32,22,13085
14,24,32,22,13085
15,24,32,22,13085
16,24,32,27,17932
17,24,32,27,17932
18,24,32,27,17932
19,24,32,27,17932
20,24,32,27,17932
21,24,32,27,17932
22,24,32,27,17932
23,24,32,27,17932
24,24,32,27,17932
25,24,32,27,17932
26,24,32,27,17932
27,24,32,27,17932
28,24,32,27,17932
29,24,32,27,17932
30,24,32,27,17932
1,24,33,121,71128
2,24,33,121,71128
3,24,33,121,71128
4,24,33,121,71128
5,24,33,121,71128
6,24,33,121,71128
7,24,33,121,71128
8,24,33,121,71128
9,24,33,121,71128
10,24,33,121,71128
11,24,33,121,71128
12,24,33,121,71128
13,24,33,121,71128
14,24,33,121,71128
15,24,33,121,71128
16,24,33,146,97478
17,24,33,146,97478
18,24,33,146,97478
19,24,33,146,97478
20,24,33,146,97478
21,24,33,146,97478
22,24,33,146,97478
23,24,33,146,97478
24,24,33,146,97478
25,24,33,146,97478
26,24,33,146,97478
27,24,33,146,97478
28,24,33,146,97478
29,24,33,146,97478
30,24,33,146,97478
1,24,34,183,107931
2,24,34,183,107931
3,24,34,183,107931
4,24,34,183,107931
5,24,34,183,107931
6,24,34,183,107931
7,24,34,183,107931
8,24,34,183,107931
9,24,34,183,107931
10,24,34,183,107931
11,24,34,183,107931
12,24,34,183,107931
13,24,34,183,107931
14,24,34,183,107931
15,24,34,183,107931
16,24,34,221,147915
17,24,34,221,147915
18,24,34,221,147915
19,24,34,221,147915
20,24,34,221,147915
21,24,34,221,147915
22,24,34,221,147915
23,24,34,221,147915
24,24,34,221,147915
25,24,34,221,147915
26,24,34,221,147915
27,24,34,221,147915
28,24,34,221,147915
29,24,34,221,147915
30,24,34,221,147915
1,24,35,219,129094
2,24,35,219,129094
3,24,35,219,129094
4,24,35,219,129094
5,24,35,219,129094
6,24,35,219,129094
7,24,35,219,129094
8,24,35,219,129094
9,24,35,219,129094
10,24,35,219,129094
11,24,35,219,129094
12,24,35,219,129094
13,24,35,219,129094
14,24,35,219,129094
15,24,35,219,129094
16,24,35,264,176919
17,24,35,264,176919
18,24,35,264,176919
19,24,35,264,176919
20,24,35,264,176919
21,24,35,264,176919
22,24,35,264,176919
23,24,35,264,176919
24,24,35,264,176919
25,24,35,264,176919
26,24,35,264,176919
27,24,35,264,176919
28,24,35,264,176919
29,24,35,264,176919
30,24,35,264,176919
1,24,36,180,106321
2,24,36,180,106321
3,24,36,180,106321
4,24,36,180,106321
5,24,36,180,106321
6,24,36,180,106321
7,24,36,180,106321
8,24,36,180,106321
9,24,36,180,106321
10,24,36,180,106321
11,24,36,180,106321
12,24,36,180,106321
13,24,36,180,106321
14,24,36,180,106321
15,24,36,180,106321
16,24,36,218,145710
17,24,36,218,145710
18,24,36,218,145710
19,24,36,218,145710
20,24,36,218,145710
21,24,36,218,145710
22,24,36,218,145710
23,24,36,218,145710
24,24,36,218,145710
25,24,36,218,145710
26,24,36,218,145710
27,24,36,218,145710
28,24,36,218,145710
29,24,36,218,145710
30,24,36,218,145710
1,24,37,235,138856
2,24,37,235,138856
3,24,37,235,138856
4,24,37,235,138856
5,24,37,235,138856
6,24,37,235,138856
7,24,37,235,138856
8,24,37,235,138856
9,24,37,235,138856
10,24,37,235,138856
11,24,37,235,138856
12,24,37,235,138856
13,24,37,235,138856
14,24,37,235,138856
15,24,37,235,138856
16,24,37,284,190297
17,24,37,284,190297
18,24,37,284,190297
19,24,37,284,190297
20,24,37,284,190297
21,24,37,284,190297
22,24,37,284,190297
23,24,37,284,190297
24,24,37,284,190297
25,24,37,284,190297
26,24,37,284,190297
27,24,37,284,190297
28,24,37,284,190297
29,24,37,284,190297
30,24,37,284,190297
1,24,38,230,135681
2,24,38,230,135681
3,24,38,230,135681
4,24,38,230,135681
5,24,38,230,135681
6,24,38,230,135681
7,24,38,230,135681
8,24,38,230,135681
9,24,38,230,135681
10,24,38,230,135681
11,24,38,230,135681
12,24,38,230,135681
13,24,38,230,135681
14,24,38,230,135681
15,24,38,230,135681
16,24,38,278,185947
17,24,38,278,185947
18,24,38,278,185947
19,24,38,278,185947
20,24,38,278,185947
21,24,38,278,185947
22,24,38,278,185947
23,24,38,278,185947
24,24,38,278,185947
25,24,38,278,185947
26,24,38,278,185947
27,24,38,278,185947
28,24,38,278,185947
29,24,38,278,185947
30,24,38,278,185947
1,24,39,182,107093
2,24,39,182,107093
3,24,39,182,107093
4,24,39,182,107093
5,24,39,182,107093
6,24,39,182,107093
7,24,39,182,107093
8,24,39,182,107093
9,24,39,182,107093
10,24,39,182,107093
11,24,39,182,107093
12,24,39,182,107093
13,24,39,182,107093
14,24,39,182,107093
15,24,39,182,107093
16,24,39,219,146768
17,24,39,219,146768
18,24,39,219,146768
19,24,39,219,146768
20,24,39,219,146768
21,24,39,219,146768
22,24,39,219,146768
23,24,39,219,146768
24,24,39,219,146768
25,24,39,219,146768
26,24,39,219,146768
27,24,39,219,146768
28,24,39,219,146768
29,24,39,219,146768
30,24,39,219,146768
1,25,1,91,53817
2,25,1,91,53817
3,25,1,91,53817
4,25,1,91,53817
5,25,1,91,53817
6,25,1,91,53817
7,25,1,91,53817
8,25,1,91,53817
9,25,1,91,53817
10,25,1,91,53817
11,25,1,91,53817
12,25,1,91,53817
13,25,1,91,53817
14,25,1,91,53817
15,25,1,91,53817
16,25,1,110,73754
17,25,1,110,73754
18,25,1,110,73754
19,25,1,110,73754
20,25,1,110,73754
21,25,1,110,73754
22,25,1,110,73754
23,25,1,110,73754
24,25,1,110,73754
25,25,1,110,73754
26,25,1,110,73754
27,25,1,110,73754
28,25,1,110,73754
29,25,1,110,73754
30,25,1,110,73754
1,25,2,42,25021
2,25,2,42,25021
3,25,2,42,25021
4,25,2,42,25021
5,25,2,42,25021
6,25,2,42,25021
7,25,2,42,25021
8,25,2,42,25021
9,25,2,42,25021
10,25,2,42,25021
11,25,2,42,25021
12,25,2,42,25021
13,25,2,42,25021
14,25,2,42,25021
15,25,2,42,25021
16,25,2,51,34291
17,25,2,51,34291
18,25,2,51,34291
19,25,2,51,34291
20,25,2,51,34291
21,25,2,51,34291
22,25,2,51,34291
23,25,2,51,34291
24,25,2,51,34291
25,25,2,51,34291
26,25,2,51,34291
27,25,2,51,34291
28,25,2,51,34291
29,25,2,51,34291
30,25,2,51,34291
1,25,3,77,45331
2,25,3,77,45331
3,25,3,77,45331
4,25,3,77,45331
5,25,3,77,45331
6,25,3,77,45331
7,25,3,77,45331
8,25,3,77,45331
9,25,3,77,45331
10,25,3,77,45331
11,25,3,77,45331
12,25,3,77,45331
13,25,3,77,45331
14,25,3,77,45331
15,25,3,77,45331
16,25,3,93,62124
17,25,3,93,62124
18,25,3,93,62124
19,25,3,93,62124
20,25,3,93,62124
21,25,3,93,62124
22,25,3,93,62124
23,25,3,93,62124
24,25,3,93,62124
25,25,3,93,62124
26,25,3,93,62124
27,25,3,93,62124
28,25,3,93,62124
29,25,3,93,62124
30,25,3,93,62124
1,25,4,34,19994
2,25,4,34,19994
3,25,4,34,19994
4,25,4,34,19994
5,25,4,34,19994
6,25,4,34,19994
7,25,4,34,19994
8,25,4,34,19994
9,25,4,34,19994
10,25,4,34,19994
11,25,4,34,19994
12,25,4,34,19994
13,25,4,34,19994
14,25,4,34,19994
15,25,4,34,19994
16,25,4,41,27401
17,25,4,41,27401
18,25,4,41,27401
19,25,4,41,27401
20,25,4,41,27401
21,25,4,41,27401
22,25,4,41,27401
23,25,4,41,27401
24,25,4,41,27401
25,25,4,41,27401
26,25,4,41,27401
27,25,4,41,27401
28,25,4,41,27401
29,25,4,41,27401
30,25,4,41,27401
1,25,5,71,41758
2,25,5,71,41758
3,25,5,71,41758
4,25,5,71,41758
5,25,5,71,41758
6,25,5,71,41758
7,25,5,71,41758
8,25,5,71,41758
